order_item_id,order_id,product_id,quantity,unit_price,line_total
79,28,63,1,18.63,18.63
80,28,8,1,16.91,16.91
81,28,46,1,117.54,117.54
82,29,61,1,59.88,59.88
83,29,51,1,168.62,168.62
84,30,96,2,204.68,409.36
85,30,43,3,118.81,356.43
86,30,5,3,57.22,171.66
87,30,21,3,31.11,93.33
88,31,17,1,42.64,42.64
89,32,32,2,17.58,35.16
90,32,36,2,246.85,493.7
91,33,30,1,22.73,22.73
92,33,16,1,15.29,15.29
93,34,39,1,30.14,30.14
94,35,63,1,18.63,18.63
95,35,47,1,65.22,65.22
96,35,43,1,118.81,118.81
97,36,6,1,47.27,47.27
98,37,6,1,47.27,47.27
99,37,17,1,42.64,42.64
100,38,77,2,20.31,40.62
101,38,36,1,246.85,246.85
102,39,72,1,202.94,202.94
103,39,100,1,99.49,99.49
104,39,50,1,10.62,10.62
105,39,52,1,109.19,109.19
106,40,36,1,246.85,246.85
107,40,18,2,214.03,428.06
108,41,53,1,70.73,70.73
109,41,79,3,157.18,471.54
110,42,27,1,7.83,7.83
111,42,57,1,119.96,119.96
112,42,29,2,83.33,166.66
113,42,42,1,185.19,185.19
114,42,35,1,169.71,169.71
115,43,40,1,16.1,16.1
116,44,15,2,28.1,56.2
117,45,91,1,87.73,87.73
118,45,11,2,66.68,133.36
119,45,26,2,7.06,14.12
120,46,30,1,22.73,22.73
121,47,43,1,118.81,118.81
122,47,16,1,15.29,15.29
123,47,47,1,65.22,65.22
124,47,11,1,66.68,66.68
125,47,6,2,47.27,94.54
126,48,100,1,99.49,99.49
127,48,84,1,121.18,121.18
128,49,64,2,45.06,90.12
129,49,55,1,195.65,195.65
130,49,62,2,73.1,146.2
131,50,90,1,165.04,165.04
132,50,12,1,210.0,210.0
133,51,71,1,129.35,129.35
134,51,54,2,326.63,653.26
135,52,19,1,15.74,15.74
136,53,57,1,119.96,119.96
137,53,83,1,92.79,92.79
138,53,89,1,7.79,7.79
139,54,12,3,210.0,630.0
140,54,67,1,241.51,241.51
141,54,49,1,93.93,93.93
142,55,48,1,13.88,13.88
143,56,31,1,31.59,31.59
144,57,41,1,50.54,50.54
145,57,97,1,163.05,163.05
146,58,81,1,148.5,148.5
147,59,44,1,108.52,108.52
148,59,38,2,13.31,26.62
149,60,12,1,210.0,210.0
150,60,64,1,45.06,45.06
151,60,13,1,230.5,230.5
152,60,59,1,143.04,143.04
153,60,41,1,50.54,50.54
154,61,52,2,109.19,218.38
155,61,53,1,70.73,70.73
156,61,80,1,42.94,42.94
157,62,14,1,28.77,28.77
158,62,38,1,13.31,13.31
159,63,26,1,7.06,7.06
160,63,52,3,109.19,327.57
161,63,43,1,118.81,118.81
162,63,9,2,104.51,209.02
163,64,7,2,92.4,184.8
164,64,28,3,98.21,294.63
165,65,24,2,96.84,193.68
166,65,7,1,92.4,92.4
167,65,12,3,210.0,630.0
168,66,10,2,24.92,49.84
169,66,93,1,240.53,240.53
170,67,67,3,241.51,724.53
171,67,93,3,240.53,721.59
172,67,1,2,49.01,98.02
173,68,48,2,13.88,27.76
174,69,23,1,29.6,29.6
175,70,12,1,210.0,210.0
176,71,100,1,99.49,99.49
177,71,59,1,143.04,143.04
178,72,54,1,326.63,326.63
179,72,87,2,122.48,244.96
180,72,31,1,31.59,31.59
181,73,83,1,92.79,92.79
182,73,51,1,168.62,168.62
183,73,7,3,92.4,277.2
184,73,74,1,15.23,15.23
185,73,55,2,195.65,391.3
186,74,20,2,239.67,479.34
187,74,4,1,4.73,4.73
188,74,80,1,42.94,42.94
189,74,91,2,87.73,175.46
190,74,70,1,64.53,64.53
191,75,36,1,246.85,246.85
192,76,51,1,168.62,168.62
193,76,13,1,230.5,230.5
194,77,5,3,57.22,171.66
195,77,16,1,15.29,15.29
196,77,44,1,108.52,108.52
197,77,45,1,95.04,95.04
198,77,62,1,73.1,73.1
199,78,26,1,7.06,7.06
200,78,12,1,210.0,210.0
201,78,45,2,95.04,190.08
202,78,91,1,87.73,87.73
203,79,58,1,23.16,23.16
204,79,55,1,195.65,195.65
205,79,77,1,20.31,20.31
206,79,96,1,204.68,204.68
207,80,4,1,4.73,4.73
208,80,15,1,28.1,28.1
209,80,24,1,96.84,96.84
210,80,42,1,185.19,185.19
211,81,28,2,98.21,196.42
212,81,68,3,43.1,129.3
213,81,14,2,28.77,57.54
214,81,72,2,202.94,405.88
215,81,36,1,246.85,246.85
216,82,3,2,31.12,62.24
217,82,37,1,170.71,170.71
218,82,83,2,92.79,185.58
219,82,74,1,15.23,15.23
220,82,1,2,49.01,98.02
221,83,79,2,157.18,314.36
222,83,7,1,92.4,92.4
223,83,51,2,168.62,337.24
224,83,39,3,30.14,90.42
225,84,69,2,253.24,506.48
226,84,1,1,49.01,49.01
227,84,89,2,7.79,15.58
228,85,97,2,163.05,326.1
229,85,75,3,31.87,95.61
230,86,85,2,101.27,202.54
231,86,83,1,92.79,92.79
232,87,98,1,29.1,29.1
233,87,40,1,16.1,16.1
234,87,91,1,87.73,87.73
235,88,60,2,121.26,242.52
236,88,14,1,28.77,28.77
237,89,43,1,118.81,118.81
238,89,7,1,92.4,92.4
239,89,57,2,119.96,239.92
240,89,35,1,169.71,169.71
241,89,48,1,13.88,13.88
242,90,29,2,83.33,166.66
243,90,80,1,42.94,42.94
244,90,90,1,165.04,165.04
245,91,62,1,73.1,73.1
246,91,95,2,11.97,23.94
247,91,40,1,16.1,16.1
248,91,89,1,7.79,7.79
249,91,31,1,31.59,31.59
250,92,3,1,31.12,31.12
251,93,85,1,101.27,101.27
252,93,63,1,18.63,18.63
253,93,33,1,196.95,196.95
254,94,64,1,45.06,45.06
255,94,4,2,4.73,9.46
256,94,32,1,17.58,17.58
257,95,34,1,137.45,137.45
258,95,87,1,122.48,122.48
259,96,88,1,236.17,236.17
260,96,19,1,15.74,15.74
261,96,60,1,121.26,121.26
262,96,20,1,239.67,239.67
263,97,37,3,170.71,512.13
264,97,65,1,36.27,36.27
265,97,86,3,158.05,474.15
266,98,77,1,20.31,20.31
267,98,40,2,16.1,32.2
268,98,23,1,29.6,29.6
269,99,13,2,230.5,461.0
270,99,18,1,214.03,214.03
271,99,68,2,43.1,86.2
272,99,57,1,119.96,119.96
273,100,70,2,64.53,129.06
274,100,73,1,99.9,99.9
275,100,38,2,13.31,26.62
276,100,7,1,92.4,92.4
277,100,97,2,163.05,326.1
278,101,95,1,11.97,11.97
279,102,15,1,28.1,28.1
280,102,9,1,104.51,104.51
281,103,34,1,137.45,137.45
282,103,79,1,157.18,157.18
283,103,88,1,236.17,236.17
284,103,57,1,119.96,119.96
285,103,85,2,101.27,202.54
286,104,19,1,15.74,15.74
287,104,4,1,4.73,4.73
288,104,37,1,170.71,170.71
289,104,59,1,143.04,143.04
290,105,27,1,7.83,7.83
291,105,45,1,95.04,95.04
292,105,91,1,87.73,87.73
293,105,68,2,43.1,86.2
294,105,50,1,10.62,10.62
295,106,34,3,137.45,412.35
296,106,17,1,42.64,42.64
297,106,90,1,165.04,165.04
298,106,42,1,185.19,185.19
299,106,76,1,88.0,88.0
300,107,97,1,163.05,163.05
301,107,54,1,326.63,326.63
302,107,9,2,104.51,209.02
303,107,8,1,16.91,16.91
304,108,12,1,210.0,210.0
305,108,75,3,31.87,95.61
306,109,80,2,42.94,85.88
307,109,72,1,202.94,202.94
308,109,18,1,214.03,214.03
309,110,69,1,253.24,253.24
310,111,26,1,7.06,7.06
311,111,43,1,118.81,118.81
312,111,98,2,29.1,58.2
313,112,17,1,42.64,42.64
314,112,35,1,169.71,169.71
315,112,93,1,240.53,240.53
316,112,6,1,47.27,47.27
317,113,71,1,129.35,129.35
318,114,53,2,70.73,141.46
319,114,96,2,204.68,409.36
320,115,17,1,42.64,42.64
321,115,78,1,71.33,71.33
322,115,51,1,168.62,168.62
323,116,65,2,36.27,72.54
324,116,14,1,28.77,28.77
325,116,7,1,92.4,92.4
326,116,45,1,95.04,95.04
327,116,53,1,70.73,70.73
328,117,35,1,169.71,169.71
329,118,98,2,29.1,58.2
330,118,45,2,95.04,190.08
331,118,4,2,4.73,9.46
332,118,78,2,71.33,142.66
333,118,97,1,163.05,163.05
334,119,60,2,121.26,242.52
335,119,55,1,195.65,195.65
336,119,74,3,15.23,45.69
337,119,93,1,240.53,240.53
338,119,73,3,99.9,299.7
339,120,2,1,286.27,286.27
340,120,16,1,15.29,15.29
341,120,40,1,16.1,16.1
342,120,73,1,99.9,99.9
343,120,85,1,101.27,101.27
344,121,99,2,22.03,44.06
345,121,36,1,246.85,246.85
346,121,34,1,137.45,137.45
347,122,87,2,122.48,244.96
348,123,10,1,24.92,24.92
349,123,83,1,92.79,92.79
350,123,55,2,195.65,391.3
351,123,37,1,170.71,170.71
352,124,75,2,31.87,63.74
353,124,92,1,21.99,21.99
354,124,45,2,95.04,190.08
355,124,28,1,98.21,98.21
356,124,49,3,93.93,281.79
357,125,67,2,241.51,483.02
358,125,57,1,119.96,119.96
359,125,41,1,50.54,50.54
360,125,35,1,169.71,169.71
361,125,25,2,5.04,10.08
362,126,54,2,326.63,653.26
363,126,30,1,22.73,22.73
364,126,73,2,99.9,199.8
365,126,17,2,42.64,85.28
366,127,2,1,286.27,286.27
367,127,22,1,8.68,8.68
368,127,16,3,15.29,45.87
369,127,54,2,326.63,653.26
370,128,44,1,108.52,108.52
371,128,76,3,88.0,264.0
372,128,78,1,71.33,71.33
373,129,11,2,66.68,133.36
374,129,20,1,239.67,239.67
375,129,1,1,49.01,49.01
376,129,76,1,88.0,88.0
377,129,48,2,13.88,27.76
378,130,95,2,11.97,23.94
379,131,97,1,163.05,163.05
380,131,14,1,28.77,28.77
381,131,30,2,22.73,45.46
382,131,86,2,158.05,316.1
383,131,36,1,246.85,246.85
384,132,15,2,28.1,56.2
385,132,92,1,21.99,21.99
386,132,91,2,87.73,175.46
387,133,87,1,122.48,122.48
388,133,100,2,99.49,198.98
389,133,10,1,24.92,24.92
390,133,91,3,87.73,263.19
391,133,89,2,7.79,15.58
392,134,37,2,170.71,341.42
393,134,17,3,42.64,127.92
394,134,26,2,7.06,14.12
395,134,82,2,137.6,275.2
396,135,39,2,30.14,60.28
397,135,30,2,22.73,45.46
398,136,85,2,101.27,202.54
399,136,15,2,28.1,56.2
400,136,45,2,95.04,190.08
401,137,87,1,122.48,122.48
402,137,41,1,50.54,50.54
403,137,53,1,70.73,70.73
404,138,70,2,64.53,129.06
405,138,3,1,31.12,31.12
406,138,93,1,240.53,240.53
407,138,49,2,93.93,187.86
408,138,12,1,210.0,210.0
409,139,94,2,17.07,34.14
410,139,32,1,17.58,17.58
411,139,2,1,286.27,286.27
412,139,5,2,57.22,114.44
413,139,3,1,31.12,31.12
414,140,3,1,31.12,31.12
415,140,2,1,286.27,286.27
416,140,96,2,204.68,409.36
417,140,70,2,64.53,129.06
418,141,55,3,195.65,586.95
419,141,12,1,210.0,210.0
420,141,29,1,83.33,83.33
421,142,73,1,99.9,99.9
422,142,14,2,28.77,57.54
423,142,83,3,92.79,278.37
424,142,40,1,16.1,16.1
425,143,95,1,11.97,11.97
426,143,44,2,108.52,217.04
427,143,20,1,239.67,239.67
428,144,55,2,195.65,391.3
429,145,18,1,214.03,214.03
430,145,96,1,204.68,204.68
431,145,71,1,129.35,129.35
432,145,54,1,326.63,326.63
433,146,27,3,7.83,23.49
434,146,43,2,118.81,237.62
435,146,96,1,204.68,204.68
436,146,93,2,240.53,481.06
437,147,77,1,20.31,20.31
438,147,21,2,31.11,62.22
439,147,9,1,104.51,104.51
440,147,45,1,95.04,95.04
441,148,23,1,29.6,29.6
442,148,34,2,137.45,274.9
443,148,73,1,99.9,99.9
444,149,19,1,15.74,15.74
445,149,22,1,8.68,8.68
446,150,41,3,50.54,151.62
447,150,68,3,43.1,129.3
448,150,11,2,66.68,133.36
449,150,78,2,71.33,142.66
450,150,28,2,98.21,196.42
451,151,28,1,98.21,98.21
452,151,79,1,157.18,157.18
453,151,72,2,202.94,405.88
454,151,25,1,5.04,5.04
455,152,36,3,246.85,740.55
456,152,81,2,148.5,297.0
457,152,8,2,16.91,33.82
458,153,17,1,42.64,42.64
459,153,11,2,66.68,133.36
460,154,93,1,240.53,240.53
461,154,47,2,65.22,130.44
462,154,67,2,241.51,483.02
463,154,2,1,286.27,286.27
464,154,86,2,158.05,316.1
465,155,45,2,95.04,190.08
466,155,16,1,15.29,15.29
467,155,44,3,108.52,325.56
468,155,60,1,121.26,121.26
469,155,73,2,99.9,199.8
470,156,96,2,204.68,409.36
471,156,97,1,163.05,163.05
472,157,46,2,117.54,235.08
473,157,75,1,31.87,31.87
474,157,47,2,65.22,130.44
475,157,45,2,95.04,190.08
476,158,99,1,22.03,22.03
477,158,27,2,7.83,15.66
478,158,34,1,137.45,137.45
479,158,28,1,98.21,98.21
480,158,60,1,121.26,121.26
481,159,83,2,92.79,185.58
482,159,13,1,230.5,230.5
483,159,24,1,96.84,96.84
484,160,14,3,28.77,86.31
485,160,54,1,326.63,326.63
486,160,55,1,195.65,195.65
487,160,100,1,99.49,99.49
488,160,35,2,169.71,339.42
489,161,45,1,95.04,95.04
490,161,59,1,143.04,143.04
491,162,71,1,129.35,129.35
492,162,88,1,236.17,236.17
493,162,51,1,168.62,168.62
494,162,90,1,165.04,165.04
495,163,10,3,24.92,74.76
496,163,45,1,95.04,95.04
497,163,63,2,18.63,37.26
498,163,86,1,158.05,158.05
499,163,95,1,11.97,11.97
500,164,87,3,122.48,367.44
501,164,62,1,73.1,73.1
502,164,5,1,57.22,57.22
503,164,34,2,137.45,274.9
504,165,63,2,18.63,37.26
505,166,55,2,195.65,391.3
506,166,69,2,253.24,506.48
507,167,47,1,65.22,65.22
508,167,7,1,92.4,92.4
509,167,77,2,20.31,40.62
510,167,88,2,236.17,472.34
511,168,94,1,17.07,17.07
512,168,19,1,15.74,15.74
513,169,49,1,93.93,93.93
514,170,66,1,45.11,45.11
515,170,70,1,64.53,64.53
516,170,32,2,17.58,35.16
517,170,89,1,7.79,7.79
518,170,7,2,92.4,184.8
519,171,13,2,230.5,461.0
520,171,29,1,83.33,83.33
521,171,3,1,31.12,31.12
522,172,69,1,253.24,253.24
523,172,90,1,165.04,165.04
524,173,4,1,4.73,4.73
525,173,20,1,239.67,239.67
526,173,80,1,42.94,42.94
527,173,75,3,31.87,95.61
528,174,71,1,129.35,129.35
529,174,53,2,70.73,141.46
530,174,46,1,117.54,117.54
531,174,97,2,163.05,326.1
532,175,21,1,31.11,31.11
533,175,23,2,29.6,59.2
534,175,52,2,109.19,218.38
535,175,37,2,170.71,341.42
536,176,42,1,185.19,185.19
537,177,23,3,29.6,88.8
538,177,61,2,59.88,119.76
539,178,32,2,17.58,35.16
540,178,60,1,121.26,121.26
541,179,83,1,92.79,92.79
542,179,69,2,253.24,506.48
543,179,92,1,21.99,21.99
544,179,4,1,4.73,4.73
545,179,57,2,119.96,239.92
546,180,19,1,15.74,15.74
547,180,32,1,17.58,17.58
548,180,62,1,73.1,73.1
549,181,19,1,15.74,15.74
550,181,67,1,241.51,241.51
551,182,33,2,196.95,393.9
552,182,82,1,137.6,137.6
553,182,30,1,22.73,22.73
554,182,4,1,4.73,4.73
555,183,83,1,92.79,92.79
556,183,22,2,8.68,17.36
557,183,68,1,43.1,43.1
558,183,62,3,73.1,219.3
559,184,30,1,22.73,22.73
560,184,95,1,11.97,11.97
561,184,26,3,7.06,21.18
562,184,47,1,65.22,65.22
563,184,86,1,158.05,158.05
564,185,30,2,22.73,45.46
565,185,89,1,7.79,7.79
566,186,69,2,253.24,506.48
567,187,93,2,240.53,481.06
568,188,69,1,253.24,253.24
569,188,32,1,17.58,17.58
570,188,44,1,108.52,108.52
571,189,82,2,137.6,275.2
572,189,88,1,236.17,236.17
573,189,69,1,253.24,253.24
574,190,85,2,101.27,202.54
575,190,21,2,31.11,62.22
576,190,42,2,185.19,370.38
577,190,67,1,241.51,241.51
578,190,61,3,59.88,179.64
579,191,8,2,16.91,33.82
580,191,53,3,70.73,212.19
581,191,46,2,117.54,235.08
582,191,83,1,92.79,92.79
583,192,10,1,24.92,24.92
584,193,76,1,88.0,88.0
585,193,49,1,93.93,93.93
586,193,8,1,16.91,16.91
587,193,13,1,230.5,230.5
588,193,82,1,137.6,137.6
589,194,38,2,13.31,26.62
590,194,89,2,7.79,15.58
591,194,3,2,31.12,62.24
592,194,18,2,214.03,428.06
593,194,99,3,22.03,66.09
594,195,18,1,214.03,214.03
595,196,37,1,170.71,170.71
596,196,74,1,15.23,15.23
597,196,43,1,118.81,118.81
598,196,82,1,137.6,137.6
599,197,58,1,23.16,23.16
600,197,95,1,11.97,11.97
601,197,20,1,239.67,239.67
602,197,84,1,121.18,121.18
603,198,59,2,143.04,286.08
604,198,84,2,121.18,242.36
605,198,86,2,158.05,316.1
606,198,26,2,7.06,14.12
607,198,99,1,22.03,22.03
608,199,26,1,7.06,7.06
609,199,39,3,30.14,90.42
610,200,26,1,7.06,7.06
611,200,27,1,7.83,7.83
612,200,99,3,22.03,66.09
613,200,49,1,93.93,93.93
614,201,33,1,196.95,196.95
615,201,66,1,45.11,45.11
616,201,15,1,28.1,28.1
617,201,59,3,143.04,429.12
618,202,6,1,47.27,47.27
619,202,19,1,15.74,15.74
620,202,32,1,17.58,17.58
621,203,95,1,11.97,11.97
622,203,86,2,158.05,316.1
623,204,6,1,47.27,47.27
624,204,70,1,64.53,64.53
625,204,49,1,93.93,93.93
626,204,98,1,29.1,29.1
627,205,33,1,196.95,196.95
628,205,17,3,42.64,127.92
629,205,42,2,185.19,370.38
630,205,85,1,101.27,101.27
631,206,43,2,118.81,237.62
632,206,91,1,87.73,87.73
633,206,60,1,121.26,121.26
634,207,31,1,31.59,31.59
635,208,44,1,108.52,108.52
636,208,24,2,96.84,193.68
637,208,33,2,196.95,393.9
638,208,63,1,18.63,18.63
639,208,99,1,22.03,22.03
640,209,56,1,8.62,8.62
641,209,71,2,129.35,258.7
642,209,11,2,66.68,133.36
643,209,65,1,36.27,36.27
644,210,88,1,236.17,236.17
645,211,54,2,326.63,653.26
646,211,61,1,59.88,59.88
647,211,60,1,121.26,121.26
648,211,42,2,185.19,370.38
649,211,18,2,214.03,428.06
650,212,76,1,88.0,88.0
651,212,25,3,5.04,15.12
652,212,32,1,17.58,17.58
653,212,45,2,95.04,190.08
654,213,61,2,59.88,119.76
655,213,30,1,22.73,22.73
656,213,85,1,101.27,101.27
657,213,57,1,119.96,119.96
658,213,39,2,30.14,60.28
659,214,67,1,241.51,241.51
660,214,14,2,28.77,57.54
661,215,54,3,326.63,979.89
662,215,86,1,158.05,158.05
663,215,33,1,196.95,196.95
664,216,78,1,71.33,71.33
665,217,45,1,95.04,95.04
666,218,53,1,70.73,70.73
667,218,4,2,4.73,9.46
668,218,94,1,17.07,17.07
669,219,83,1,92.79,92.79
670,219,42,2,185.19,370.38
671,219,95,2,11.97,23.94
672,219,52,2,109.19,218.38
673,219,97,1,163.05,163.05
674,220,45,2,95.04,190.08
675,220,44,3,108.52,325.56
676,220,57,1,119.96,119.96
677,220,47,1,65.22,65.22
678,221,34,1,137.45,137.45
679,221,19,1,15.74,15.74
680,221,92,2,21.99,43.98
681,221,44,1,108.52,108.52
682,222,32,1,17.58,17.58
683,222,29,2,83.33,166.66
684,223,81,1,148.5,148.5
685,223,74,2,15.23,30.46
686,223,50,1,10.62,10.62
687,223,96,2,204.68,409.36
688,224,69,1,253.24,253.24
689,224,41,1,50.54,50.54
690,224,14,2,28.77,57.54
691,224,78,3,71.33,213.99
692,225,45,1,95.04,95.04
693,226,40,1,16.1,16.1
694,226,69,1,253.24,253.24
695,226,90,2,165.04,330.08
696,226,87,1,122.48,122.48
697,227,94,1,17.07,17.07
698,227,25,1,5.04,5.04
699,228,24,1,96.84,96.84
700,228,13,2,230.5,461.0
701,228,40,2,16.1,32.2
702,229,88,1,236.17,236.17
703,230,88,2,236.17,472.34
704,231,40,3,16.1,48.3
705,232,44,1,108.52,108.52
706,233,13,1,230.5,230.5
707,233,67,1,241.51,241.51
708,233,12,1,210.0,210.0
709,233,85,1,101.27,101.27
710,233,84,1,121.18,121.18
711,234,64,2,45.06,90.12
712,234,99,2,22.03,44.06
713,234,37,1,170.71,170.71
714,235,46,1,117.54,117.54
715,235,69,2,253.24,506.48
716,236,82,1,137.6,137.6
717,236,79,2,157.18,314.36
718,236,2,2,286.27,572.54
719,236,6,1,47.27,47.27
720,236,49,1,93.93,93.93
721,237,88,1,236.17,236.17
722,237,74,3,15.23,45.69
723,237,91,2,87.73,175.46
724,237,81,2,148.5,297.0
725,238,21,2,31.11,62.22
726,239,72,2,202.94,405.88
727,240,77,3,20.31,60.93
728,240,99,2,22.03,44.06
729,240,6,1,47.27,47.27
730,240,85,1,101.27,101.27
731,241,9,1,104.51,104.51
732,241,29,2,83.33,166.66
733,241,24,1,96.84,96.84
734,241,81,1,148.5,148.5
735,241,25,2,5.04,10.08
736,242,73,1,99.9,99.9
737,243,79,1,157.18,157.18
738,243,33,2,196.95,393.9
739,243,45,1,95.04,95.04
740,243,82,1,137.6,137.6
741,244,17,3,42.64,127.92
742,244,81,1,148.5,148.5
743,244,46,1,117.54,117.54
744,244,27,2,7.83,15.66
745,245,47,1,65.22,65.22
746,245,60,1,121.26,121.26
747,245,71,1,129.35,129.35
748,245,98,1,29.1,29.1
749,245,53,1,70.73,70.73
750,246,73,3,99.9,299.7
751,246,86,2,158.05,316.1
752,246,23,2,29.6,59.2
753,246,35,1,169.71,169.71
754,247,87,1,122.48,122.48
755,248,75,1,31.87,31.87
756,248,58,1,23.16,23.16
757,248,61,1,59.88,59.88
758,249,15,3,28.1,84.3
759,249,85,2,101.27,202.54
760,250,45,1,95.04,95.04
761,250,44,1,108.52,108.52
762,250,11,2,66.68,133.36
763,250,48,2,13.88,27.76
764,250,9,1,104.51,104.51
765,251,47,1,65.22,65.22
766,251,33,1,196.95,196.95
767,252,71,2,129.35,258.7
768,252,5,2,57.22,114.44
769,252,17,1,42.64,42.64
770,253,17,1,42.64,42.64
771,253,45,1,95.04,95.04
772,253,93,1,240.53,240.53
773,254,100,2,99.49,198.98
774,254,12,1,210.0,210.0
775,255,96,1,204.68,204.68
776,255,11,2,66.68,133.36
777,256,8,1,16.91,16.91
778,256,57,3,119.96,359.88
779,256,24,1,96.84,96.84
780,256,65,2,36.27,72.54
781,256,1,1,49.01,49.01
782,257,55,2,195.65,391.3
783,257,33,2,196.95,393.9
784,258,2,1,286.27,286.27
785,258,96,2,204.68,409.36
786,258,87,2,122.48,244.96
787,258,12,2,210.0,420.0
788,259,30,1,22.73,22.73
789,259,76,2,88.0,176.0
790,260,49,1,93.93,93.93
791,260,81,1,148.5,148.5
792,260,20,2,239.67,479.34
793,261,36,2,246.85,493.7
794,261,30,1,22.73,22.73
795,261,25,3,5.04,15.12
796,261,63,1,18.63,18.63
797,261,78,3,71.33,213.99
798,262,88,1,236.17,236.17
799,262,80,1,42.94,42.94
800,262,55,1,195.65,195.65
801,263,82,1,137.6,137.6
802,263,61,1,59.88,59.88
803,263,36,1,246.85,246.85
804,264,50,2,10.62,21.24
805,265,32,1,17.58,17.58
806,265,29,2,83.33,166.66
807,265,82,1,137.6,137.6
808,265,1,1,49.01,49.01
809,266,55,1,195.65,195.65
810,266,90,1,165.04,165.04
811,266,2,1,286.27,286.27
812,266,39,2,30.14,60.28
813,267,91,1,87.73,87.73
814,267,78,1,71.33,71.33
815,268,73,2,99.9,199.8
816,268,97,1,163.05,163.05
817,268,6,2,47.27,94.54
818,269,52,1,109.19,109.19
819,269,70,2,64.53,129.06
820,269,8,2,16.91,33.82
821,269,68,1,43.1,43.1
822,270,18,1,214.03,214.03
823,270,65,1,36.27,36.27
824,271,48,1,13.88,13.88
825,271,66,1,45.11,45.11
826,271,22,1,8.68,8.68
827,271,51,1,168.62,168.62
828,271,28,1,98.21,98.21
829,272,27,1,7.83,7.83
830,272,24,1,96.84,96.84
831,272,15,3,28.1,84.3
832,272,6,1,47.27,47.27
833,273,66,1,45.11,45.11
834,273,4,1,4.73,4.73
835,274,10,1,24.92,24.92
836,274,79,1,157.18,157.18
837,275,95,1,11.97,11.97
838,275,48,1,13.88,13.88
839,275,10,2,24.92,49.84
840,275,36,2,246.85,493.7
841,276,35,1,169.71,169.71
842,276,3,2,31.12,62.24
843,276,90,1,165.04,165.04
844,276,73,1,99.9,99.9
845,276,62,1,73.1,73.1
846,277,31,1,31.59,31.59
847,277,89,1,7.79,7.79
848,278,70,1,64.53,64.53
849,278,19,1,15.74,15.74
850,278,42,1,185.19,185.19
851,278,95,1,11.97,11.97
852,278,82,1,137.6,137.6
853,279,97,2,163.05,326.1
854,279,70,1,64.53,64.53
855,279,88,2,236.17,472.34
856,279,22,3,8.68,26.04
857,280,67,1,241.51,241.51
858,281,29,1,83.33,83.33
859,281,74,2,15.23,30.46
860,281,45,1,95.04,95.04
861,281,96,1,204.68,204.68
862,282,70,1,64.53,64.53
863,282,82,2,137.6,275.2
864,283,39,1,30.14,30.14
865,283,44,1,108.52,108.52
866,283,50,2,10.62,21.24
867,283,48,1,13.88,13.88
868,283,27,1,7.83,7.83
869,284,4,2,4.73,9.46
870,284,49,1,93.93,93.93
871,284,5,1,57.22,57.22
