review_id,customer_id,product_id,rating,review_datetime,review_text
115,3,16,4,"2025-07-10 15:24:40",
116,242,2,1,"2025-08-31 12:25:40",
117,56,5,4,"2025-12-26 07:51:40","Excellent quality, arrived quickly."
118,76,40,2,"2025-07-22 08:12:40",
119,26,59,3,"2025-11-02 03:31:40",
120,108,48,3,"2025-07-31 14:18:40",
121,66,81,3,"2025-12-01 06:21:40","Decent product, does the job."
122,2,35,3,"2025-08-24 22:20:40","Decent product, does the job."
123,53,33,2,"2025-09-06 02:06:40",
124,195,32,3,"2025-10-21 12:00:40","Average purchase, met expectations."
125,143,61,3,"2025-09-10 01:41:40",
126,45,56,4,"2025-07-12 08:00:40","Excellent quality, arrived quickly."
127,46,80,4,"2025-08-20 01:29:40","Very satisfied with this purchase."
128,123,10,3,"2025-08-28 00:09:40",
129,79,12,4,"2025-10-03 11:21:40",
130,138,23,3,"2025-08-29 11:25:40",
131,37,34,1,"2025-07-20 04:25:40",
132,170,53,3,"2025-09-04 06:31:40",
133,75,88,4,"2026-01-02 19:06:40",
134,47,56,3,"2025-09-23 17:08:40",
135,188,65,3,"2025-10-20 18:38:40",
136,213,26,5,"2025-11-26 04:43:40","Very satisfied with this purchase."
137,167,91,3,"2025-12-30 15:33:40",
138,47,33,3,"2025-11-06 20:29:40","Decent product, does the job."
139,245,14,3,"2025-07-24 07:56:40",
140,192,74,4,"2025-09-05 22:07:40",
141,9,78,4,"2025-11-20 16:41:40","Excellent quality, arrived quickly."
142,123,28,3,"2025-12-25 07:29:40",
143,199,36,3,"2025-08-14 12:33:40","Decent product, does the job."
144,190,75,4,"2025-10-23 11:05:40","Great product, highly recommend!"
145,41,74,3,"2026-01-05 08:29:40","Decent product, does the job."
146,167,44,2,"2025-12-10 03:55:40",
147,59,28,3,"2025-10-17 02:24:40",
148,146,33,2,"2025-10-25 06:33:40",
149,193,70,3,"2025-12-27 20:07:40","Average purchase, met expectations."
150,58,7,2,"2025-08-24 06:56:40",
151,171,73,3,"2025-11-15 14:21:40",
152,8,28,3,"2025-07-15 06:40:40",
153,24,56,3,"2025-10-12 12:18:40",
154,205,51,3,"2025-11-28 12:10:40",
155,235,79,4,"2025-09-02 01:42:40",
156,163,69,2,"2025-12-31 21:00:40",
157,225,97,4,"2025-10-14 14:52:40","Very satisfied with this purchase."
158,81,55,2,"2025-08-24 02:37:40",
159,154,13,3,"2025-08-26 17:31:40",
160,175,59,2,"2025-11-25 01:13:40","Not worth the price."
161,135,89,2,"2025-11-28 04:12:40",
162,213,32,3,"2025-10-19 21:20:40","Decent product, does the job."
163,221,50,2,"2025-08-25 15:11:40",
164,224,98,4,"2025-12-19 15:14:40","Works perfectly as described."
165,113,31,5,"2025-08-31 14:30:40",
166,233,47,3,"2025-08-18 22:13:40",
167,58,6,2,"2025-08-30 19:22:40",
168,50,65,3,"2025-12-04 05:22:40",
169,102,46,3,"2025-12-08 16:47:40",
170,100,18,2,"2025-09-27 13:30:40","Arrived late and damaged."
171,231,72,2,"2025-08-06 21:30:40","Disappointed with the quality."
172,59,55,2,"2025-12-23 04:07:40",
173,157,59,2,"2025-12-24 21:06:40","Not as described, returning it."
174,160,42,2,"2025-11-17 01:33:40",
175,56,100,4,"2025-12-31 01:27:40",
176,105,29,2,"2025-08-03 01:59:40","Arrived late and damaged."
177,39,72,3,"2025-08-30 06:38:40",
178,104,64,4,"2025-07-30 22:25:40",
179,89,73,2,"2025-08-05 11:26:40",
180,21,64,3,"2025-09-07 04:34:40",
181,212,91,4,"2025-11-25 20:50:40",
182,19,38,3,"2025-09-20 09:34:40",
183,224,16,3,"2025-12-30 04:13:40",
184,237,70,3,"2025-08-05 20:43:40",
185,41,13,2,"2025-10-24 19:58:40",
186,90,64,2,"2025-10-04 10:30:40","Disappointed with the quality."
187,141,51,3,"2025-07-21 17:19:40",
188,105,83,4,"2025-08-14 13:29:40","Works perfectly as described."
189,249,15,3,"2025-11-15 21:38:40",
190,121,13,2,"2025-10-21 04:48:40",
191,182,28,3,"2025-07-21 08:22:40",
192,207,42,2,"2025-12-19 01:48:40","Poor quality, would not recommend."
193,107,3,3,"2025-09-09 07:20:40",
194,232,83,3,"2025-08-02 17:27:40",
195,236,61,3,"2025-08-04 03:16:40",
196,158,64,3,"2025-12-28 08:16:40","Okay quality, nothing special."
197,234,91,3,"2025-11-22 20:48:40",
198,238,86,5,"2025-10-26 16:01:40",
199,244,61,2,"2025-08-15 12:26:40",
200,96,26,1,"2025-08-31 03:07:40",
201,108,98,5,"2025-07-12 04:20:40","Good value for the price."
202,218,23,4,"2025-11-19 19:07:40",
203,103,26,3,"2025-12-04 10:55:40",
204,140,89,2,"2025-12-05 19:10:40",
205,83,82,4,"2025-07-25 00:30:40",
206,208,74,3,"2025-12-11 00:04:40",
207,130,32,4,"2025-11-30 00:23:40",
208,152,11,4,"2025-09-23 14:19:40",
209,225,14,5,"2025-10-25 05:41:40","Very satisfied with this purchase."
210,55,79,3,"2025-07-30 21:21:40","Okay quality, nothing special."
211,32,9,4,"2025-07-21 16:18:40",
212,83,64,3,"2025-08-21 22:43:40",
213,176,41,1,"2025-09-04 08:58:40","Disappointed with the quality."
214,117,14,3,"2025-08-27 19:15:40",
215,46,48,2,"2025-08-21 02:51:40",
216,59,21,3,"2025-11-17 02:32:40",
217,149,60,3,"2025-10-09 14:36:40",
218,84,56,2,"2025-09-13 15:36:40",
219,124,8,1,"2025-09-21 19:12:40","Not worth the price."
220,208,96,2,"2025-10-28 07:28:40","Poor quality, would not recommend."
221,248,100,3,"2025-08-16 17:17:40",
222,149,96,3,"2025-10-19 11:15:40",
223,6,9,3,"2025-10-12 12:10:40","Average purchase, met expectations."
224,87,38,4,"2025-07-11 19:32:40","Good value for the price."
225,199,25,3,"2025-12-04 01:56:40",
226,3,49,3,"2025-11-10 02:34:40",
227,135,82,3,"2025-11-02 18:47:40",
228,185,18,2,"2025-10-05 19:45:40","Disappointed with the quality."
229,37,38,4,"2025-12-16 23:03:40",
230,181,11,3,"2025-09-21 08:35:40","Okay quality, nothing special."
231,135,84,4,"2025-11-20 16:37:40",
232,127,92,2,"2025-08-16 01:05:40",
233,75,70,3,"2025-12-07 20:02:40",
234,186,89,3,"2025-07-29 20:46:40",
235,60,83,1,"2025-12-14 11:53:40","Not as described, returning it."
236,130,60,3,"2025-08-19 00:53:40",
237,112,66,1,"2025-11-13 07:59:40","Disappointed with the quality."
238,102,5,3,"2025-11-18 06:08:40",
239,31,62,3,"2025-09-20 16:54:40",
240,233,88,3,"2025-10-20 07:50:40",
241,125,91,3,"2025-08-26 21:54:40",
242,152,45,3,"2025-12-24 13:47:40",
243,244,40,2,"2025-07-11 16:45:40","Disappointed with the quality."
244,146,72,1,"2025-07-30 08:37:40","Arrived late and damaged."
245,199,99,4,"2025-08-05 19:41:40",
246,92,96,1,"2025-08-25 11:31:40","Poor quality, would not recommend."
247,92,24,3,"2025-09-24 08:29:40",
248,87,20,4,"2025-12-13 17:07:40",
249,204,14,1,"2025-10-25 23:56:40",
250,140,83,2,"2026-01-01 22:35:40","Not worth the price."
251,158,99,2,"2025-07-31 19:53:40",
252,152,98,4,"2025-12-10 06:31:40","Good value for the price."
253,30,18,2,"2025-10-12 00:49:40",
254,213,87,4,"2025-10-15 00:02:40","Excellent quality, arrived quickly."
255,245,62,4,"2025-10-10 09:54:40","Great product, highly recommend!"
256,186,27,4,"2025-11-07 06:44:40",
257,209,75,3,"2025-10-21 13:41:40",
258,249,74,4,"2025-08-15 13:55:40",
259,76,82,1,"2025-08-02 20:38:40",
260,82,78,3,"2025-09-02 09:36:40",
261,21,93,3,"2025-08-17 13:40:40",
262,54,59,4,"2025-10-06 18:10:40",
263,215,1,2,"2025-08-25 20:29:40",
264,128,43,3,"2025-08-06 12:32:40","Decent product, does the job."
265,187,2,2,"2025-08-23 09:51:40",
266,148,32,3,"2025-12-13 22:47:40",
267,139,58,2,"2025-07-31 08:42:40",
268,241,5,3,"2025-09-26 10:33:40",
269,238,9,3,"2025-08-06 09:54:40",
270,49,14,2,"2025-07-22 22:43:40",
271,243,38,2,"2025-07-18 07:30:40",
272,226,67,2,"2025-08-27 16:48:40",
273,33,53,3,"2025-07-18 16:44:40",
274,10,6,3,"2025-09-16 07:43:40",
275,133,45,3,"2025-12-18 08:04:40",
276,83,14,4,"2025-09-17 08:12:40",
277,169,71,3,"2025-10-01 13:37:40",
278,223,92,4,"2026-01-06 00:56:40",
279,22,10,4,"2025-12-15 03:35:40","Excellent quality, arrived quickly."
280,131,65,4,"2025-11-29 12:03:40",
281,106,43,2,"2025-09-25 21:33:40","Disappointed with the quality."
282,67,98,4,"2025-10-24 18:33:40","Good value for the price."
283,245,82,3,"2025-08-07 07:22:40","Decent product, does the job."
284,167,42,2,"2025-08-08 13:48:40","Not as described, returning it."
285,230,63,2,"2025-08-31 17:43:40","Not worth the price."
286,188,56,3,"2025-10-10 04:17:40",
287,206,20,3,"2025-08-17 00:01:40",
288,200,40,3,"2025-09-26 13:18:40",
289,12,55,3,"2025-09-23 01:12:40","Average purchase, met expectations."
290,1,100,2,"2025-07-27 16:09:40","Disappointed with the quality."
291,180,71,3,"2025-09-29 12:34:40",
292,20,43,2,"2025-07-16 21:18:40",
293,220,84,3,"2025-07-18 20:02:40",
294,48,2,3,"2025-11-18 01:32:40",
295,164,37,3,"2025-07-19 12:48:40",
296,128,58,4,"2025-12-18 14:37:40",
297,250,100,4,"2025-10-04 08:36:40",
298,228,31,3,"2025-10-15 11:11:40",
299,68,45,2,"2025-10-19 06:26:40","Poor quality, would not recommend."
300,118,6,4,"2025-08-10 10:49:40","Excellent quality, arrived quickly."
301,146,1,3,"2025-12-29 23:49:40","Average purchase, met expectations."
302,138,14,3,"2025-11-19 04:55:40",
303,196,70,3,"2025-07-15 15:41:40",
304,197,73,3,"2025-12-23 12:13:40",
305,1,92,3,"2025-10-07 02:41:40",
306,130,55,4,"2025-10-22 14:25:40",
307,68,33,3,"2025-10-23 09:05:40",
308,170,86,2,"2025-07-26 07:17:40",
309,229,38,4,"2025-09-04 13:32:40",
310,62,39,4,"2025-09-10 18:25:40",
311,90,12,4,"2025-07-25 07:41:40",
312,156,40,4,"2025-11-22 02:25:40","Good value for the price."
313,36,6,3,"2025-07-31 04:34:40",
314,36,70,4,"2025-10-10 16:38:40",
315,38,39,2,"2025-09-02 05:29:40","Arrived late and damaged."
316,98,68,3,"2025-09-04 17:27:40",
317,150,2,2,"2025-11-17 13:47:40",
318,212,61,4,"2025-11-20 18:27:40",
319,148,47,4,"2025-09-26 11:07:40",
320,39,24,2,"2025-11-25 10:37:40",
321,134,25,3,"2025-08-11 09:00:40","Okay quality, nothing special."
322,120,46,2,"2025-07-26 09:43:40",
323,55,47,3,"2025-10-09 13:45:40","Okay quality, nothing special."
324,107,46,4,"2025-08-07 04:46:40","Good value for the price."
325,15,8,3,"2025-08-29 02:38:40",
326,206,62,2,"2026-01-04 02:42:40",
327,122,8,3,"2026-01-06 04:01:40","Average purchase, met expectations."
328,203,35,2,"2025-12-20 12:27:40","Poor quality, would not recommend."
329,239,43,4,"2025-11-23 13:56:40",
330,165,69,2,"2025-11-24 14:33:40",
331,9,53,3,"2025-08-27 06:27:40",
332,55,51,2,"2025-09-18 21:59:40",
333,32,30,3,"2025-12-27 08:11:40","Okay quality, nothing special."
334,153,46,3,"2025-11-25 19:01:40",
335,176,4,4,"2025-08-11 10:51:40",
336,85,86,2,"2025-12-02 06:35:40",
337,16,73,3,"2025-08-30 13:45:40",
338,125,47,3,"2025-10-23 09:48:40",
339,28,76,2,"2025-09-03 03:59:40",
340,231,30,2,"2025-11-07 10:11:40",
341,114,76,3,"2025-11-10 04:27:40",
342,149,13,3,"2025-12-24 08:08:40","Okay quality, nothing special."
343,39,81,2,"2025-11-20 12:56:40","Disappointed with the quality."
344,36,18,3,"2025-12-16 18:35:40",
345,159,38,4,"2025-09-30 21:23:40",
346,65,53,4,"2025-10-29 10:22:40",
347,207,18,1,"2025-09-14 00:30:40","Not worth the price."
348,175,54,3,"2025-10-07 16:27:40",
349,248,24,4,"2025-11-18 17:45:40",
350,107,17,4,"2025-09-13 08:08:40",
351,162,66,2,"2025-08-16 11:05:40","Not worth the price."
352,138,41,3,"2025-09-28 21:21:40",
353,188,11,1,"2025-08-07 05:10:40","Not as described, returning it."
354,211,53,4,"2025-09-04 11:53:40",
355,161,84,3,"2025-09-13 11:57:40","Okay quality, nothing special."
356,188,34,2,"2025-09-25 13:09:40","Arrived late and damaged."
357,219,13,4,"2025-09-14 00:40:40",
358,97,17,3,"2025-09-11 09:09:40",
359,90,59,2,"2025-08-14 15:34:40",
360,39,11,3,"2025-08-28 00:20:40",
361,240,19,3,"2025-10-01 16:03:40","Decent product, does the job."
362,180,24,2,"2025-09-27 06:48:40",
363,133,17,3,"2025-11-02 04:41:40",
364,77,100,3,"2025-08-09 22:17:40",
365,162,24,3,"2025-09-30 07:44:40",
366,194,32,3,"2025-08-20 05:09:40",
367,93,97,2,"2025-12-29 03:28:40","Not worth the price."
368,169,89,2,"2025-09-19 03:54:40",
369,31,2,3,"2025-09-18 00:43:40",
370,74,88,3,"2025-10-30 12:21:40",
371,193,40,4,"2025-11-22 02:26:40",
372,234,27,4,"2025-09-10 16:16:40","Works perfectly as described."
373,26,24,2,"2025-08-24 21:22:40","Poor quality, would not recommend."
374,55,22,2,"2025-07-20 06:44:40",
375,101,9,3,"2025-10-15 07:27:40",
376,188,94,2,"2025-09-15 06:11:40","Arrived late and damaged."
377,240,85,4,"2025-07-28 21:59:40","Very satisfied with this purchase."
378,134,40,3,"2025-09-27 07:08:40",
379,139,40,3,"2025-07-11 19:43:40",
380,21,35,3,"2025-11-30 15:26:40",
381,68,44,2,"2025-09-04 05:05:40","Disappointed with the quality."
382,218,80,3,"2026-01-06 00:37:40","Okay quality, nothing special."
383,25,31,3,"2025-11-22 01:33:40",
384,206,90,4,"2025-10-15 08:41:40",
385,143,28,3,"2025-11-04 08:56:40","Okay quality, nothing special."
386,51,66,4,"2025-12-01 12:36:40",
387,140,45,4,"2025-10-26 14:42:40",
388,102,59,2,"2025-11-21 19:37:40","Not as described, returning it."
389,243,23,3,"2025-10-16 01:14:40",
390,149,97,3,"2025-10-07 17:17:40","Decent product, does the job."
391,205,80,2,"2025-09-19 11:03:40",
392,60,57,2,"2025-10-13 07:16:40",
393,108,72,2,"2025-07-10 23:16:40",
394,119,84,3,"2025-10-09 01:14:40",
395,71,1,4,"2025-12-25 05:19:40",
396,35,44,2,"2025-10-31 00:10:40","Not as described, returning it."
397,94,7,3,"2025-09-17 23:39:40",
398,16,31,2,"2025-10-01 11:18:40",
399,204,59,2,"2025-09-30 00:40:40","Not as described, returning it."
400,46,64,3,"2025-12-07 10:31:40",
401,55,70,3,"2025-09-12 04:25:40",
402,176,57,3,"2025-07-23 18:01:40",
403,106,3,3,"2025-07-31 08:21:40",
404,248,28,5,"2025-11-02 07:01:40","Great product, highly recommend!"
405,128,32,3,"2025-10-09 04:05:40",
406,229,26,3,"2025-12-13 04:42:40",
407,162,79,3,"2025-10-21 19:15:40",
408,99,12,3,"2025-12-30 09:03:40",
409,244,83,2,"2025-11-22 09:58:40","Poor quality, would not recommend."
410,13,36,2,"2025-08-17 00:26:40",
411,18,87,3,"2025-10-02 00:41:40","Average purchase, met expectations."
412,118,73,4,"2025-12-20 03:10:40","Very satisfied with this purchase."
413,37,43,2,"2025-07-23 04:33:40",
414,56,67,2,"2025-07-26 22:41:40",
415,221,37,2,"2025-07-31 00:35:40","Poor quality, would not recommend."
416,68,53,4,"2025-11-26 06:47:40",
417,235,53,5,"2025-09-08 03:25:40","Great product, highly recommend!"
418,119,22,2,"2025-12-26 13:20:40","Disappointed with the quality."
419,61,7,3,"2025-10-08 13:10:40",
420,36,15,3,"2025-10-18 20:13:40","Okay quality, nothing special."
421,176,94,1,"2025-11-17 21:13:40","Not as described, returning it."
422,32,81,2,"2026-01-03 17:09:40",
423,101,83,2,"2025-11-27 18:50:40","Not as described, returning it."
424,64,2,3,"2025-10-25 22:17:40",
425,185,10,3,"2025-12-09 09:32:40",
426,162,26,4,"2025-11-06 14:49:40",
427,58,79,2,"2025-10-03 23:28:40",
428,194,71,3,"2025-12-11 06:02:40",
429,209,76,3,"2025-11-18 06:55:40",
430,243,36,1,"2025-12-07 18:32:40",
431,92,17,3,"2025-07-20 18:51:40",
432,200,98,4,"2025-11-30 06:24:40","Great product, highly recommend!"
433,124,12,2,"2025-11-24 23:14:40","Disappointed with the quality."
434,110,65,2,"2025-08-20 10:25:40",
435,174,16,3,"2025-12-12 05:08:40",
436,159,18,3,"2025-09-06 06:31:40",
437,30,51,3,"2025-12-29 18:33:40",
438,181,52,3,"2025-08-12 08:52:40",
439,112,18,2,"2025-12-03 16:36:40","Not worth the price."
440,72,28,3,"2025-07-20 04:19:40",
441,145,57,3,"2025-10-20 19:39:40",
442,213,70,3,"2025-08-30 14:46:40","Okay quality, nothing special."
443,18,93,2,"2025-12-19 17:22:40",
444,116,14,2,"2025-11-03 13:49:40","Not worth the price."
445,39,93,4,"2025-07-21 17:57:40",
446,222,34,4,"2025-11-28 15:51:40","Great product, highly recommend!"
447,235,93,2,"2025-09-22 13:24:40","Poor quality, would not recommend."
448,127,31,2,"2025-08-07 03:04:40",
449,16,49,3,"2025-12-09 10:05:40",
450,129,96,3,"2025-09-11 01:57:40",
451,81,61,2,"2025-11-16 11:28:40",
452,36,97,3,"2025-12-15 23:23:40",
453,18,5,4,"2025-08-02 12:53:40","Works perfectly as described."
454,86,80,2,"2025-11-05 08:03:40",
455,121,45,2,"2025-08-11 05:49:40",
456,234,10,3,"2025-07-13 16:57:40",
457,124,62,4,"2025-09-03 22:19:40",
458,186,30,5,"2025-11-05 21:18:40",
459,214,39,3,"2025-12-06 17:48:40",
460,101,70,3,"2025-11-17 18:17:40",
461,102,91,4,"2025-10-10 04:34:40",
462,9,12,3,"2025-10-06 16:25:40",
463,83,98,4,"2025-11-13 20:24:40",
464,158,25,5,"2025-10-21 10:02:40","Very satisfied with this purchase."
465,239,92,2,"2025-08-01 06:27:40",
466,215,36,2,"2025-07-09 20:48:40",
467,28,78,4,"2025-09-15 16:32:40",
468,243,1,3,"2026-01-03 11:32:40",
469,129,58,2,"2025-08-06 01:30:40","Arrived late and damaged."
470,182,40,4,"2025-11-12 07:30:40",
471,241,58,2,"2025-11-28 19:03:40","Arrived late and damaged."
472,27,39,3,"2025-10-03 13:04:40",
473,217,79,3,"2025-08-11 09:46:40",
474,73,10,3,"2025-09-25 06:21:40",
475,167,9,4,"2025-10-13 15:21:40",
476,151,97,5,"2025-12-09 18:06:40",
477,86,13,3,"2025-09-15 07:03:40",
478,234,89,1,"2025-10-27 13:30:40","Disappointed with the quality."
479,223,97,4,"2025-10-22 17:56:40",
480,78,41,4,"2025-10-01 09:54:40",
481,87,57,3,"2025-07-26 06:04:40",
482,185,85,2,"2025-12-09 03:56:40","Not as described, returning it."
483,165,20,2,"2025-09-18 13:32:40","Arrived late and damaged."
484,229,54,4,"2025-10-21 16:45:40","Great product, highly recommend!"
485,67,14,3,"2025-09-17 23:12:40",
486,24,76,3,"2026-01-01 18:56:40",
487,153,84,4,"2025-08-06 05:33:40",
488,93,75,3,"2025-11-28 13:34:40",
489,28,35,4,"2025-09-27 23:04:40",
490,248,40,3,"2025-10-14 09:09:40",
491,146,34,3,"2025-10-09 20:25:40",
492,57,2,2,"2025-09-05 15:26:40","Not worth the price."
493,178,93,3,"2025-07-28 05:57:40",
494,53,2,2,"2025-08-05 09:52:40",
495,166,6,5,"2025-09-30 04:55:40",
496,24,71,3,"2025-12-28 13:44:40",
497,145,8,3,"2025-07-17 13:05:40",
498,237,42,3,"2025-07-31 15:46:40",
499,57,84,3,"2025-11-19 10:33:40",
500,47,13,3,"2025-10-26 08:07:40",
501,244,3,3,"2025-08-29 21:12:40",
502,186,53,3,"2025-11-13 12:31:40","Decent product, does the job."
503,230,27,2,"2025-09-19 01:16:40",
504,111,66,4,"2025-11-23 19:14:40","Excellent quality, arrived quickly."
505,126,84,3,"2025-10-17 23:41:40","Okay quality, nothing special."
506,122,6,3,"2025-12-23 15:55:40",
507,166,30,3,"2025-10-28 07:25:40",
508,184,32,5,"2025-11-26 17:49:40",
509,9,23,2,"2025-11-10 00:05:40","Arrived late and damaged."
510,95,62,2,"2025-09-16 19:16:40","Disappointed with the quality."
511,235,85,3,"2025-12-11 04:20:40",
512,193,29,2,"2025-08-13 16:32:40","Poor quality, would not recommend."
513,20,66,2,"2025-09-14 01:54:40",
514,221,24,3,"2025-11-02 03:43:40",
515,16,41,2,"2025-12-21 07:23:40",
516,81,8,4,"2025-10-06 07:35:40","Very satisfied with this purchase."
517,58,61,3,"2025-11-21 21:55:40",
518,85,36,3,"2025-10-11 00:21:40",
519,1,1,3,"2025-10-01 06:28:40",
520,4,39,4,"2026-01-03 04:14:40",
521,117,12,3,"2025-09-25 10:18:40",
522,223,20,2,"2025-07-29 07:15:40","Not worth the price."
523,155,44,3,"2025-10-15 21:10:40",
524,48,25,4,"2025-09-30 07:14:40","Great product, highly recommend!"
525,174,23,3,"2025-07-25 07:29:40",
526,153,68,4,"2025-08-21 22:29:40",
527,67,25,3,"2025-12-25 14:25:40",
528,54,63,2,"2025-12-04 19:48:40",
529,172,94,3,"2025-11-05 23:27:40",
530,119,21,2,"2025-11-29 00:34:40","Not as described, returning it."
531,192,94,2,"2025-08-20 21:01:40",
532,137,27,2,"2025-10-25 12:05:40","Not as described, returning it."
533,140,61,3,"2025-11-06 21:23:40",
534,160,75,3,"2025-12-10 01:21:40",
535,13,19,3,"2025-11-29 15:42:40",
536,190,80,1,"2025-10-16 22:55:40",
537,98,50,2,"2025-10-17 05:15:40",
538,180,14,2,"2025-11-14 21:40:40","Not as described, returning it."
539,59,99,2,"2025-09-01 19:09:40",
